Unnamed: 0,lemma_1,lemma_2,year,genre,source,text,clean_text,sentence_key
21,locate,time,2002,ACAD,October,"abolition of public space. Describing a 1973 Portman proposal for a hotel to be located in Times Square, one commentator wrote that the visitor "" is contained in a","abolition of public space. Describing a 1973 Portman proposal for a hotel to be located in Times Square, one commentator wrote that the visitor "" is contained in a",64a8d92483d31fbd5ed0838b07e06faf
22,locate,time,1995,MAG,ArtAmerica,"distinguish different versions, and in recognition of the importance to him of particular experiences located in time, many of the titles give seasons and times of day. But","distinguish different versions, and in recognition of the importance to him of particular experiences located in time, many of the titles give seasons and times of day. But",83c9dbb8b153d098fc49751b1806e6d3
23,locate,time,1995,ACAD,IBMR&D,"in effective areal density. # We can also analyze how accurately the peaks are located in time or space to determine the timing error ("" jitter "").","in effective areal density. # We can also analyze how accurately the peaks are located in time or space to determine the timing error ("" jitter "").",e7f73f848940e2840455f10572bc396a
24,locate,time,1993,ACAD,AcademicQs,"ambiguous or equivocal meanings; authors are not disembodied literary souls but are human beings located in time, class, and society; scientific certainty is a rarity, paradigms","ambiguous or equivocal meanings; authors are not disembodied literary souls but are human beings located in time, class, and society; scientific certainty is a rarity, paradigms",29853b9826b7c107e07490b75678421e
25,locate,time,1993,ACAD,AmerEthnicHis,Anthropologists have characteristically talked about cultures as more or less bounded units which could be located in time and space and sometimes ranked with respect to one another. These older,Anthropologists have characteristically talked about cultures as more or less bounded units which could be located in time and space and sometimes ranked with respect to one another. These older,cd6f3d3b9222f83f7ef771e8f661c79b
26,place,time,2012,WEB,world.std.com,the nondirective approach. # Perhaps her unique theoretical contribution has been the emphasis she places on time as representing the whole problem of living and of therapy. It would,the nondirective approach. # Perhaps her unique theoretical contribution has been the emphasis she places on time as representing the whole problem of living and of therapy. It would,dbf4e700596dd62703f0683de45b5382
27,place,time,2012,BLOG,...ducare.wordpress.com,"our modern, fast-paced culture of today, I mourn the lack of the importance placed on time to sit and dream, time to be with one another, without","our modern, fast-paced culture of today, I mourn the lack of the importance placed on time to sit and dream, time to be with one another, without",bac9f7d1fc509c97a670df5f4b12130b
28,place,time,2012,BLOG,metafilter.com,The only value I would say was better was that there was a significant value placed on time. Since life WAS shorter. People in the middle classes who had,The only value I would say was better was that there was a significant value placed on time. Since life WAS shorter. People in the middle classes who had,24a0acf17ce8bb670ad8e963e090c3f1
29,place,time,1992,NEWS,NYTimes,"and 57 percent for more time to relax. # Given the premium that people place on time, researchers of many disciplines are studying its effect on culture. Chronobiologists","and 57 percent for more time to relax. # Given the premium that people place on time, researchers of many disciplines are studying its effect on culture. Chronobiologists",fc9d4d828ea0328d8e40eecdf5971ad2
30,locate,time,2003,FIC,AntiochRev,"fragile movement, a readjustment amid that timeless lethargy. The faint perception of something located outside time but that nevertheless seemed immersed in it, that in some way had","fragile movement, a readjustment amid that timeless lethargy. The faint perception of something located outside time but that nevertheless seemed immersed in it, that in some way had",85a7799a0759efaf5a2ea366d5fbc56c
31,dwell,time,2005,MOV,Underclassman,"s up? - What's up is you're late, We gon na dwell on time or we gon na do this deal? - Pasale bascula. -","s up? - What's up is you're late, We gon na dwell on time or we gon na do this deal? - Pasale bascula. -",6af48d6e9298eb6967cde4c4d69a53eb
32,locate,time,2006,MOV,Van Wilder 2: The Rise of Taj,"the sultan of splat. One must admit, it can be somewhat difficult to locate at times. Hang on. Hang on. Why were you not in the","the sultan of splat. One must admit, it can be somewhat difficult to locate at times. Hang on. Hang on. Why were you not in the",52a6a72bf6411607c0abdc5f732163bf
33,place,action,2012,BLOG,huffingtonpost.com,""" America that prevented them from seeing that a greater **26;24940;TOOLONG priority should have been placed on actions to stimulate employment and stemming the tide of rising home foreclosures instead of",""" America that prevented them from seeing that a greater **26;24940;TOOLONG priority should have been placed on actions to stimulate employment and stemming the tide of rising home foreclosures instead of",1cabcb77dd10c08d83a3d16d71fee97a
34,place,action,1998,ACAD,Symposium,"the Bolshevik revolution and World War I. (n2) Yet the importance that Fascism placed on action as "" revolution "" is also found in the ideas of Corradini and","the Bolshevik revolution and World War I. (n2) Yet the importance that Fascism placed on action as "" revolution "" is also found in the ideas of Corradini and",61a4beeb43279953b2d59382ad8f0168
35,dwell,action,2012,WEB,...hedirt.wordpress.com,"24,000 children a year receive medical treatment. # I point this out because media dwells on actions like took place Sunday that reinforce their smug opinion of racing as nothing","24,000 children a year receive medical treatment. # I point this out because media dwells on actions like took place Sunday that reinforce their smug opinion of racing as nothing",7fc0114d06781afce7a551a18bd01313
36,linger,action,2012,BLOG,...mmentarymagazine.com,limits on the amount of time an already failed diplomatic track would be allowed to linger before action was taken. # All of which is to say that the president,limits on the amount of time an already failed diplomatic track would be allowed to linger before action was taken. # All of which is to say that the president,b82236a32b3200203a2f2f30c89205ae
37,linger,action,1995,ACAD,NaturalHist,"firmly hold the destalked blades in her right hand without restricting her thumb and index linger for action, she repeats the whole stripping and fearing process on two more stems","firmly hold the destalked blades in her right hand without restricting her thumb and index linger for action, she repeats the whole stripping and fearing process on two more stems",791315ab5e1bd8ecb5eb10d476407c75
38,place,act,2012,WEB,princetonreview.com,with one common criterion that can be used to compare all applicants. The weight placed on ACT scores varies from school to school. Other important factors that schools consider,with one common criterion that can be used to compare all applicants. The weight placed on ACT scores varies from school to school. Other important factors that schools consider,cdd3aac93886aeb173024c29fbd34bf5
39,show,communication,2012,WEB,consultingbyrpm.com,but they don't become legitimate evidence until they can at least be shown via communication. # Up till now I have tried to use objectively verifiable arguments. The,but they don't become legitimate evidence until they can at least be shown via communication. # Up till now I have tried to use objectively verifiable arguments. The,93f8e9addf8a989a361587e57e56c3d2
40,contain,set,2012,BLOG,scienceblogs.com,"Jews who are not Christians. # by a weird coincident Set B is entirely contained in set C and set D is entirely set in group A. Amazing, is","Jews who are not Christians. # by a weird coincident Set B is entirely contained in set C and set D is entirely set in group A. Amazing, is",af90aba34e6badc4ce77e5ddb80588e7
41,contain,time,2012,BLOG,newsnet14.com,"governmental intervention. Thus, it too was a real revolution, though not as contained in time as the first. It took the Civil War, the industrialization of","governmental intervention. Thus, it too was a real revolution, though not as contained in time as the first. It took the Civil War, the industrialization of",5d583284eff6d9c2e972ad3083372264
42,contain,time,1996,FIC,Bk:EnemyWithin,"hundreds of small fires, any of which could flare out of control if not contained in time. Besides the fires, a wave of looting, robbery, and","hundreds of small fires, any of which could flare out of control if not contained in time. Besides the fires, a wave of looting, robbery, and",61077490837960c2167f1dfdd6d9a119
43,eat,thinking,2012,BLOG,...chantedseashells.com,"every bite and become conscious of the flavors so that she wasn't eating without thinking. # Oh, and she's beautiful, in great physical shape, very","every bite and become conscious of the flavors so that she wasn't eating without thinking. # Oh, and she's beautiful, in great physical shape, very",adfbeab0ed21ee3fe8b9de33be89472d
44,gorge,speculation,1994,NEWS,CSMonitor,"and Catholic, a South African rapprochement Irish-style. # The publicity itself gorged on speculation and soared to the giddy heights of hype; someone even suggested a Nobel Peace","and Catholic, a South African rapprochement Irish-style. # The publicity itself gorged on speculation and soared to the giddy heights of hype; someone even suggested a Nobel Peace",7e6b58fd6f80ebce77b91e08f3727ffa
45,suffer,feeling,2019,FIC,Five Points,"I correct in saying that you have come here today because you are suffering from feelings of neglect? "" "" Yeah. "" # "" Do you believe that you","I correct in saying that you have come here today because you are suffering from feelings of neglect? "" "" Yeah. "" # "" Do you believe that you",396d883a4e493bc7ba4a193045394981
46,suffer,feeling,2012,WEB,washingtonpost.com,"are asserting that ALL, or even most, bullies and ruthless competitors suffer from feelings of inferiority. # 2. (Paragraph 25) During the Victorian period many","are asserting that ALL, or even most, bullies and ruthless competitors suffer from feelings of inferiority. # 2. (Paragraph 25) During the Victorian period many",f43b90c153d9dc436b434641167d8cfa
47,suffer,feeling,2012,WEB,aljazeera.com,"as unknown and may never truly be known, but Latif had long suffered from feelings of extreme depression during his time in jail, having made several suicide attempts in","as unknown and may never truly be known, but Latif had long suffered from feelings of extreme depression during his time in jail, having made several suicide attempts in",c1a202a831c139034536d139c8042ca8
48,suffer,feeling,2012,BLOG,...lthouse.blogspot.com,get help. Kos is nothing more than a malignant narcissist who is suffering from feelings of true inadequacy masked as true belief to a completely bankrupt cause and a completely,get help. Kos is nothing more than a malignant narcissist who is suffering from feelings of true inadequacy masked as true belief to a completely bankrupt cause and a completely,27140b36b32a120d3adf99e6a6b1bb2a
49,suffer,feeling,2012,BLOG,thedartmouth.com,"Many close to Pignatiello were surprised by her death but knew that Pignatiello suffered from feelings of depression, Ponto said. # While growing up, Pignatiello did things her","Many close to Pignatiello were surprised by her death but knew that Pignatiello suffered from feelings of depression, Ponto said. # While growing up, Pignatiello did things her",687c3c0e8c3bfe598cebdc283cd48186
50,suffer,feeling,2006,MAG,Smithsonian,"on the ride to the chateau. The awkward, myopic heir apparent suffered from feelings of unworthiness, despite a facility for languages and a passion for history geography and","on the ride to the chateau. The awkward, myopic heir apparent suffered from feelings of unworthiness, despite a facility for languages and a passion for history geography and",9c79f5bae0bc9a2f6e19d7c0bba24b03
51,suffer,feeling,2004,MAG,Redbook,""" By reading Anna's journals, we are very aware that she suffered from feelings of self-loathing, "" says Westin. "" She never felt perfect enough, and",""" By reading Anna's journals, we are very aware that she suffered from feelings of self-loathing, "" says Westin. "" She never felt perfect enough, and",dc8eb9375dabfaee220dd9309cf9378c
52,suffer,feeling,2004,ACAD,SocialStudies,"land for various reasons and return home. When back home, they suffer from feelings of guilt, humiliation, and failure. For these reasons, there are many","land for various reasons and return home. When back home, they suffer from feelings of guilt, humiliation, and failure. For these reasons, there are many",552c5c8b9c7b1a1ea3df98e39e7500e3
53,suffer,feeling,1994,ACAD,AmerScholar,. A friend of mine who is a practicing psychologist says my plagiarist suffers from feelings of inadequacy. He wants to be a poet but can not make it on,. A friend of mine who is a practicing psychologist says my plagiarist suffers from feelings of inadequacy. He wants to be a poet but can not make it on,8c04ee2c005029c53981a86fd1a5fa15
54,suffer,feeling,1992,NEWS,Chicago,"children. # These children live in a constant state of anxiety, suffer from feelings of guilt for not being able to stop the violence, and live in perpetual","children. # These children live in a constant state of anxiety, suffer from feelings of guilt for not being able to stop the violence, and live in perpetual",c99ee9f3cbe904102eebb2507fe6034c
55,suffer,feeling,1992,ACAD,SchoolPsych,"provided a portrait of children, adolescents, and adults with LDs as suffering from feelings of isolation and loneliness (Gordon, 1984; Siegel, 1974), of","provided a portrait of children, adolescents, and adults with LDs as suffering from feelings of isolation and loneliness (Gordon, 1984; Siegel, 1974), of",955ab53465384ab9a0d8f7812d947383
56,ache,emotion,1994,NEWS,NYTimes,"And Elijah Wood says: "" To cry, you have to be aching with emotion. I've only done it a couple of times by myself in films.","And Elijah Wood says: "" To cry, you have to be aching with emotion. I've only done it a couple of times by myself in films.",dffd21d6ec3420b56ecf9dbcbde0bc08
57,hurt,feeling,2001,TV,The Simpsons,like the ones where nothing catches on fire. Yeah. Nothing is hurt except feelings. Walking to hell and back again Okay. You've seen our next performer,like the ones where nothing catches on fire. Yeah. Nothing is hurt except feelings. Walking to hell and back again Okay. You've seen our next performer,34f6e7fbfe06cf7b1db5372496c9d9ac
58,nourish,notion,2012,NEWS,NYTimes,"for the first time; and a few had never flown on an airplane. Nourished by notions of America derived from movies, many of them were startled to end","for the first time; and a few had never flown on an airplane. Nourished by notions of America derived from movies, many of them were startled to end",e5ff429d985b9d0d79a1b41f1ef80062
59,force,effect,2012,WEB,hotair.com,""" For one thing, the other enforcement provisions in the law remain in full force in effect. Their Constitutionality was upheld in 1965 and has never been seriously challenged",""" For one thing, the other enforcement provisions in the law remain in full force in effect. Their Constitutionality was upheld in 1965 and has never been seriously challenged",cc91c090c1cadbb306dbda36c10d905f
60,get,change,2005,SPOK,MSNBC_Olbermann,"shouldnt come to this place. Im wearing white running shoes. I did not get to change. He said thats all right, Richard. I finally got there, opened the door","shouldnt come to this place. Im wearing white running shoes. I did not get to change. He said thats all right, Richard. I finally got there, opened the door",befd9208e4bfed3c263b363a81d3ba06
61,get,change,2000,MOV,Alley Cats Strike,"We Talked About This, Right? I Mean, This Place Has Got To Change. Sit Down. You Know What I Did Today? I Got My Real","We Talked About This, Right? I Mean, This Place Has Got To Change. Sit Down. You Know What I Did Today? I Got My Real",0ac3959f9f67f709e265506d2fa45f62
62,gain,change,2011,NEWS,Chicago,"protest movements in the past year, Yemen arguably had the most to gain from change. Under Saleh's authoritarian rule, tribalism, corruption, internal conflicts and an","protest movements in the past year, Yemen arguably had the most to gain from change. Under Saleh's authoritarian rule, tribalism, corruption, internal conflicts and an",f5c677840233a2c2a6baaa1175fefb22
63,gain,change,2006,ACAD,CanadianStud,"North America. Frequent business travelers, for example, have much to gain from changes in border screening policies, as do transnational shipping firms that need a smoother way","North America. Frequent business travelers, for example, have much to gain from changes in border screening policies, as do transnational shipping firms that need a smoother way",54a647bb477f76cc54a7ffce3b569e04
64,get,change,2012,WEB,...unswick.blogspot.com,"place change receptacles in local establishments, so patrons could drop coins they got in change from a cash transaction (something used nowadays mostly by those who could use the","place change receptacles in local establishments, so patrons could drop coins they got in change from a cash transaction (something used nowadays mostly by those who could use the",1f9a36305c60c0fcee06392bba22276b
65,get,change,1999,ACAD,AmerScholar,"and none of us had cigarettes. However, those who made purchases got in change such a fistful of zlotys that Doc Solar's offer seemed ridiculous. He was","and none of us had cigarettes. However, those who made purchases got in change such a fistful of zlotys that Doc Solar's offer seemed ridiculous. He was",116a487f6e8a3b3bfc5fb6d0fe935b12
66,get,change,1997,MAG,TodaysParent,"quickly catch a parent off-guard. Says McGuigan, "" What they can get into changes from year to year as they grow. Children in diapers can get into something","quickly catch a parent off-guard. Says McGuigan, "" What they can get into changes from year to year as they grow. Children in diapers can get into something",8052caa5c93cad6f19889dcab8808473
67,acquire,modification,2012,BLOG,...biodieselproject.org,"ft. # Being financially suit personally is perfect, and can be acquired with modifications to your way of life. In a nutshell, you need to improve your","ft. # Being financially suit personally is perfect, and can be acquired with modifications to your way of life. In a nutshell, you need to improve your",e1ff2f829420ff428d85cd9d91e45db8
68,seize,transformation,2018,ACAD,Studies in the Novel,"in its natural habitat (As I Lay Dying 151). Vardaman seizes on transformation, rather than believe that his mother simply no longer exists. Lila's concerns","in its natural habitat (As I Lay Dying 151). Vardaman seizes on transformation, rather than believe that his mother simply no longer exists. Lila's concerns",34973a2be757f74497b0e4b5d6bee75c
69,take,change,2005,ACAD,Change,"of those editors was David Breneman, who brokered a deal whereby AAHE took over Change's editorial leadership in 1984, although the ownership of Change remained with Heldref AAHE","of those editors was David Breneman, who brokered a deal whereby AAHE took over Change's editorial leadership in 1984, although the ownership of Change remained with Heldref AAHE",808eb9050b2e5d8bf49d7f0c448270d9
70,take,change,2012,BLOG,theoildrum.com,"author of several books, including' How Many Light Bulbs Does It Take To Change A Planet?'. Senior Associate, CPSL and Special Advisor, PRP #","author of several books, including' How Many Light Bulbs Does It Take To Change A Planet?'. Senior Associate, CPSL and Special Advisor, PRP #",e7375d13c1c22234718ed28e063ffb5c
71,take,change,1992,ACAD,ReVision,"find ways to encompass the other, without changing oneself. The position taken toward change is an effort to keep things as they are, to maintain the status quo","find ways to encompass the other, without changing oneself. The position taken toward change is an effort to keep things as they are, to maintain the status quo",d690399b65b2a8e6cdc03947f24af85f
72,take,change,2012,WEB,barefootsworld.net,"This HTML Edition of The Constitution for the United States of America is taken with changes from: "" The Constitution of the United States, Its Sources and Its Application","This HTML Edition of The Constitution for the United States of America is taken with changes from: "" The Constitution of the United States, Its Sources and Its Application",95741aa7a10dc29d1010ca7dfdb394f3
73,take,transformation,2013,MAG,USCatholic,"work. As soon as you start fermenting food, you're very taken with transformation. # The fact that you can transcend something very basic, and turn it","work. As soon as you start fermenting food, you're very taken with transformation. # The fact that you can transcend something very basic, and turn it",5507d6f0f3e6ae7a735d6a74ce307d99
74,acquire,learning,2014,ACAD,EducTreatmenChildren,"The videos teach students that appropriate behavior is a skill that can be acquired through learning and practice, and they also model how to teach behavioral skills for teachers.","The videos teach students that appropriate behavior is a skill that can be acquired through learning and practice, and they also model how to teach behavioral skills for teachers.",e905f9c46d2ce223f4795d9405814931
75,acquire,learning,2012,WEB,accesstoinsight.org,"We have to start with the right view conforming to the truths, acquired through learning and fortified through reflection. This view inspires us to take up the practice,","We have to start with the right view conforming to the truths, acquired through learning and fortified through reflection. This view inspires us to take up the practice,",dbdfe03182049404901d4139d35bef73
76,acquire,learning,2011,ACAD,InstrPsych,", and logical thinking) that are deliberate, mediated, internalized behaviors acquired through learning and teaching (Bodrova &; Leong, 1996). # Vygotsky (1962)",", and logical thinking) that are deliberate, mediated, internalized behaviors acquired through learning and teaching (Bodrova &; Leong, 1996). # Vygotsky (1962)",8cd2a2108ab8d7fc6dacb6f9a919b02e
77,acquire,learning,1999,ACAD,Monist,"last view is that of social learning theory, that sexual preferences are acquired through learning and conditioning, just as musical tastes are. # The parsimony produced by limiting","last view is that of social learning theory, that sexual preferences are acquired through learning and conditioning, just as musical tastes are. # The parsimony produced by limiting",9178192460f8962e4847f383cbf068a7
78,gain,learning,2000,ACAD,WorldAffairs,"of culture in negotiation? Are new versions of the cultural software, gained through learning or experience, compatible with the available hardware of structure? And how can the","of culture in negotiation? Are new versions of the cultural software, gained through learning or experience, compatible with the available hardware of structure? And how can the",4324a15d44f8432a090e7c5031b214a8
79,get,learning,2018,MOV,Pup Scouts,"to know about chow chows and pugs, Boobear. So let's get to learning. Incredible! Hit my puppy brain with more info, Scuzzy Bot. Let","to know about chow chows and pugs, Boobear. So let's get to learning. Incredible! Hit my puppy brain with more info, Scuzzy Bot. Let",364a4b73875a4c01730373a24d9c4994
80,take,learning,2008,FIC,Bk:FuseArmageddon,", but the uncertainty that had tinged every step and action she'd taken since learning of Joe's death six days before, as if gravity had ceased to exist",", but the uncertainty that had tinged every step and action she'd taken since learning of Joe's death six days before, as if gravity had ceased to exist",8e2ffa2cc30d82941a7d7c16e289fb73
81,take,learning,1995,ACAD,Education,lack of institutionalized educational support for the varied approaches African American students may take to learning. African American learning styles are highlighted and the implications for teachers are discussed.,lack of institutionalized educational support for the varied approaches African American students may take to learning. African American learning styles are highlighted and the implications for teachers are discussed.,3a66195f34955d38b409733f4d43276d
82,drool,desire,2004,MAG,Cosmopolitan,". The week of August 30th, your teasing between the sheets will have him drooling with desire. Don't be surprised if he just pounces. Fave sex position",". The week of August 30th, your teasing between the sheets will have him drooling with desire. Don't be surprised if he just pounces. Fave sex position",59317452d230b38957f36f930ab6c191
83,salivate,longing,2010,FIC,Bk:ShadowBlade,"reeked of ancient magic. Kira Solomon stared down at it, trying not to salivate with longing. The blade itself, shining spotless and deadly, swept proudly from","reeked of ancient magic. Kira Solomon stared down at it, trying not to salivate with longing. The blade itself, shining spotless and deadly, swept proudly from",613e13a68c07d808ce0636f034f12b74
84,brighten,joy,2009,FIC,LiteraryRev,"cigarettes from his trousers and shook one out for him. Old Samson's face brightened with joy, he forgot his sorrows for a minute. He gave a mock","cigarettes from his trousers and shook one out for him. Old Samson's face brightened with joy, he forgot his sorrows for a minute. He gave a mock",db6965df82dca1e3d068fd67b953a689
85,brighten,joy,1992,FIC,Mov:1492: Conquest of Paradise:,at it. # FERNANDO # This one is from Mendez! COLUMBUS' eyes brighten with joy. # COLUMBUS # What does he say? # FERNANDO # He,at it. # FERNANDO # This one is from Mendez! COLUMBUS' eyes brighten with joy. # COLUMBUS # What does he say? # FERNANDO # He,960bca1008fc3ecef88bc728dbc33259
86,brighten,happiness,1995,FIC,Bk:AllGlitters,Pearl was up and playing with Jeanne and Toby in the study. Her eyes brightened with happiness when she saw it was p249 me. I wanted to rush to,Pearl was up and playing with Jeanne and Toby in the study. Her eyes brightened with happiness when she saw it was p249 me. I wanted to rush to,5c06dc460ee5cf256cd97e1b3fafa858
87,move,action,2019,NEWS,The Detroit News,"not flooded' # Dennis Adams, a maintenance worker for MDOT, moved into action, firing up his laptop, and checking the software MDOT uses to monitor some","not flooded' # Dennis Adams, a maintenance worker for MDOT, moved into action, firing up his laptop, and checking the software MDOT uses to monitor some",d384d138c0b91b0100e282c6a70fc32a
88,move,action,2014,NEWS,STLouis,"Elliott wants his heart rate as low as possible. Then, he moves into action. He slides to the left like he's facing a shot from that side","Elliott wants his heart rate as low as possible. Then, he moves into action. He slides to the left like he's facing a shot from that side",6dff47bec47b18a7d9484474eccd2b7b
89,move,action,2013,SPOK,CNN_Burnett,"the ambulances they have, have revved up like they're ready to move into action. But right now, it appears that the SWAT team here has moved on","the ambulances they have, have revved up like they're ready to move into action. But right now, it appears that the SWAT team here has moved on",54a7932298d0c3460d0da19f78f799ec
90,move,action,2012,WEB,...cepointdevotions.org,"s not enough to just recognize their needs, but I need to move into action to meet those needs. Sometimes I think it would be too much of a","s not enough to just recognize their needs, but I need to move into action to meet those needs. Sometimes I think it would be too much of a",2a0bc74b960de6a0e62a86f576964f43
91,move,action,2012,WEB,...epastdc.blogspot.com,"to cover, they had to deal with additional artillery that Longstreet had moved into action rather than sending infantry reinforcements. One soldier from the brigade wrote: "" The","to cover, they had to deal with additional artillery that Longstreet had moved into action rather than sending infantry reinforcements. One soldier from the brigade wrote: "" The",133c4b1301615528b195c34c45a88ae9
