Unnamed: 0,lemma_1,lemma_2,year,genre,source,text,clean_text,sentence_key
40,time,back,1990,TV,Star Trek: The Next ...,"claim on Jono is based on Talarian custom. He'd have a hard time backing away from it now. Captain, there is a subspace communication - from Starfleet","claim on Jono is based on Talarian custom. He'd have a hard time backing away from it now. Captain, there is a subspace communication - from Starfleet",219fa3c3ce197120e1dfff5c7a6ad60e
41,existence,dwell,2012,BLOG,...rystals.blogspot.com,entire solar system. It is a fact in nature that all that is in existence dwells within a sphere. The sphere requires two types of force -- rotary and,entire solar system. It is a fact in nature that all that is in existence dwells within a sphere. The sphere requires two types of force -- rotary and,262957ddde9edb93289f4be16059474c
42,time,place,2019,SPOK,CBS_FaceNation,"you hit him in the pocketbook. His oligarch friends are having a hard time placing their money around the world. We put tremendous sanctions on the Russian economy,","you hit him in the pocketbook. His oligarch friends are having a hard time placing their money around the world. We put tremendous sanctions on the Russian economy,",606ca252d9a34505cd1e3f30fc9892cf
43,time,place,2019,FIC,Analog,"problems and devise instant strategies for response. He runs several hypotheticals, each time placing himself at a disadvantage. An enemy leaps in from behind; he spins,","problems and devise instant strategies for response. He runs several hypotheticals, each time placing himself at a disadvantage. An enemy leaps in from behind; he spins,",85b5e5714ce12c0a0c920be2e7444882
44,time,place,2017,MAG,RollingStone.com,"over Michigan months earlier, Warren Moon went undrafted because teams had a hard time placing him as anything other than a pocket passer -- and they weren't ready to","over Michigan months earlier, Warren Moon went undrafted because teams had a hard time placing him as anything other than a pocket passer -- and they weren't ready to",ead870918b991b56123c250ea6ab951e
45,time,place,2016,MAG,MarketWatch,players in the league in 1996 or 1998 but won because voters of the time placed far too much emphasis on RBIs. It's not too far a stretch to,players in the league in 1996 or 1998 but won because voters of the time placed far too much emphasis on RBIs. It's not too far a stretch to,96241d2f778edfe76d5abf0755e80128
46,time,place,2015,MAG,Prevention,"finished eight half-marathons and four marathons and even completed two half-Ironman triathlons, last time placing third in my division. In my sights are the Boston Marathon and the Ironman","finished eight half-marathons and four marathons and even completed two half-Ironman triathlons, last time placing third in my division. In my sights are the Boston Marathon and the Ironman",c71dc2057d0d7f790aad275303c53a3e
47,time,place,2012,TV,The Dust Bowl,"YOU ARE, YOU HAVE THE FEEL-AT-HOME-NESS. Narrator: MEANWHILE, THE HARD TIMES PLACED A STRAIN ON THE BECKS' MARRIAGE. Beck: MY MOTHER WOULD HAVE BEEN","YOU ARE, YOU HAVE THE FEEL-AT-HOME-NESS. Narrator: MEANWHILE, THE HARD TIMES PLACED A STRAIN ON THE BECKS' MARRIAGE. Beck: MY MOTHER WOULD HAVE BEEN",2074cebf85d9597094affd4697258afe
48,time,place,2012,WEB,houseofsparky.com,"in this piece over on SB Nation Arizona, I really have a hard time placing the level of blame on Kelly that most people do. Facing four straight teams","in this piece over on SB Nation Arizona, I really have a hard time placing the level of blame on Kelly that most people do. Facing four straight teams",88b8c79cff072ee9ed5b911ea1d65580
49,time,place,2012,WEB,edge.org,"wine coolers or the pill. In the days before Facebook and Twitter, time placed severe constraints on friendship. Even the traditional Christmas letter, now a fossil in","wine coolers or the pill. In the days before Facebook and Twitter, time placed severe constraints on friendship. Even the traditional Christmas letter, now a fossil in",7159d7374f84cef345cebf1fcc4e6496
50,time,place,2012,WEB,huffingtonpost.com (1),to discourage this kind of reporting from taking place and at the same time place considerable financial burdens on filmmakers like Berlinger to defend their constitutional rights. # Although,to discourage this kind of reporting from taking place and at the same time place considerable financial burdens on filmmakers like Berlinger to defend their constitutional rights. # Although,3b027b56fd65f199278bef0f4e67cd4d
51,time,place,2012,WEB,...shvirtuallibrary.org,"while searching for the source of the Nile River. His estimates at the time placed the Beta Israel population at 100,000, already greatly decreased from an estimate from centuries","while searching for the source of the Nile River. His estimates at the time placed the Beta Israel population at 100,000, already greatly decreased from an estimate from centuries",c25256b136c78691c4b845bfdddc6706
52,time,place,2012,WEB,...ooks.adelaide.edu.au,"it is said, those of the citizens who are in authority at the time place the flesh by night, managing the matter carefully, and by day any man","it is said, those of the citizens who are in authority at the time place the flesh by night, managing the matter carefully, and by day any man",1f78cb2bfcffa45da03bb38beabcb87a
53,time,place,2012,WEB,justice.gov,attacking with impunity throughout the country. (18) # Estimates near the time placed the number of Yugoslav military casualties at between five and ten thousand. (19,attacking with impunity throughout the country. (18) # Estimates near the time placed the number of Yugoslav military casualties at between five and ten thousand. (19,f59e534103d3feecae474c8ee09b0357
54,time,place,2012,BLOG,libertyballers.com,"commodity, by putting Bynum in positions to succeed, and at the same time placing everyone else in positions where the team's offensive output can be maximized around Bynum","commodity, by putting Bynum in positions to succeed, and at the same time placing everyone else in positions where the team's offensive output can be maximized around Bynum",c9f28241cc681e9cabbafded522d1991
55,time,place,2010,ACAD,TeachLibrar,"concerns related to the English Language Arts Common Core, while at the same time placing much-needed emphasis on the expertise that teacher-librarians bring to the effort: # "" AASL","concerns related to the English Language Arts Common Core, while at the same time placing much-needed emphasis on the expertise that teacher-librarians bring to the effort: # "" AASL",66191a9f4e23a6685b1a4a731ccec2e0
56,time,place,2009,FIC,Bk:OneTaste,", she flung the pillow to the floor and quickly grabbed another, this time placing it on her face to muffle her sobs. She was certain that she loved",", she flung the pillow to the floor and quickly grabbed another, this time placing it on her face to muffle her sobs. She was certain that she loved",821b2f0cbe052dc8b5c02a7d9e530e6b
57,time,place,2009,NEWS,Atlanta,a unique mission. It is a shame that political ideology and tough economic times place us in opposition to some of the private schools that have begun accepting these taxpayer,a unique mission. It is a shame that political ideology and tough economic times place us in opposition to some of the private schools that have begun accepting these taxpayer,696bb5effe12ff78491fedff31f8cf8a
58,time,place,2008,FIC,Bk:Hand-me-downHeartache,"this memory in my heart forever, in what I called my "" good times place. "" // Mom was the first to hug me. "" Congratulations, baby","this memory in my heart forever, in what I called my "" good times place. "" // Mom was the first to hug me. "" Congratulations, baby",dae4996fb482ea338a22af23093ea017
59,time,place,2007,FIC,Analog,"But both are whole. A relief! Albrecht fills them and, this time places the one in Nicole's arms as gently as a nurse returning a mother's","But both are whole. A relief! Albrecht fills them and, this time places the one in Nicole's arms as gently as a nurse returning a mother's",0a2599e826c373458d3f50d2ae69004e
60,time,place,2005,SPOK,CNN_Daybreak,? 166.5 miles per hour over the 2.5 mile triangular track. Wallace's time places him 13th among the 43 drivers. WALLACE: We're done for today now,? 166.5 miles per hour over the 2.5 mile triangular track. Wallace's time places him 13th among the 43 drivers. WALLACE: We're done for today now,1d0c1f80f1a23d31d55d848693924396
61,time,place,2003,ACAD,NaturalHist,"or two seeds. He then repeats the process three more times, each time placing the new column of piles to the left of the preceding column. In the","or two seeds. He then repeats the process three more times, each time placing the new column of piles to the left of the preceding column. In the",55b99041f9ff08c7eceafe2ab2ae3f90
62,time,place,2002,MAG,Shape,"hip height B. Lower leg to floor and. repeat from beginning, this time placing weight back on floor (alternately pick up and replace weight with each rep)","hip height B. Lower leg to floor and. repeat from beginning, this time placing weight back on floor (alternately pick up and replace weight with each rep)",3d8a26d4c81559bb2f4a4af1e4b1846f
63,time,place,2002,MAG,Forbes,right. One other drawback: The average Michaels sales staffer still spends more time placing orders than waiting on customers. # Help will arrive next August with the start,right. One other drawback: The average Michaels sales staffer still spends more time placing orders than waiting on customers. # Help will arrive next August with the start,6050f9ec120f819f00f8dd4f106ab01f
64,time,place,2001,ACAD,Humanist,"era, Washington has consciously supported Osama bin Laden, while at the same time placing him on the FBI s' most wanted list as the world s foremost terrorist","era, Washington has consciously supported Osama bin Laden, while at the same time placing him on the FBI s' most wanted list as the world s foremost terrorist",924a0cea59cefb96c21e4bce45f6deec
65,time,place,2001,TV,Friends,"you sweet? I got ta tell you, I'm having the hardest time placing you. Hang on! I think I remember you. Did we fool around","you sweet? I got ta tell you, I'm having the hardest time placing you. Hang on! I think I remember you. Did we fool around",7e6f4ca7d36485d5eb30d31e342d5b3e
66,time,place,2000,FIC,Bk:LanguageThreads,"been kicked out by his wife. Afterward, the sisterhood had a hard time placing her. Word had spread, and no Chinese Tai tai would take her.","been kicked out by his wife. Afterward, the sisterhood had a hard time placing her. Word had spread, and no Chinese Tai tai would take her.",10225538239f12393a05ffbce02bc7d6
67,time,place,2000,NEWS,NYTimes,"them for being weak, but also from coaches and owners, who at times place the team's immediate needs above the athlete's long-term health, many players said","them for being weak, but also from coaches and owners, who at times place the team's immediate needs above the athlete's long-term health, many players said",3168f69c36ad38647c3cb672cf8830fb
68,time,place,2000,NEWS,Denver,"their foster-parenting responsibilities. # ' You're going to have a real hard time placing all these kids,' if the state further limits the number of children in","their foster-parenting responsibilities. # ' You're going to have a real hard time placing all these kids,' if the state further limits the number of children in",aa4d685a5943ef092542b44c82ab0ee5
69,time,place,2000,TV,Ed,"s ordered. Of course you do. And did you, at any time place a telephone call to Miss Hudson? Yes, I did. I told her","s ordered. Of course you do. And did you, at any time place a telephone call to Miss Hudson? Yes, I did. I told her",08aa346d9f7d568afb1e2239137316f4
70,time,place,1998,FIC,SatEvenPost,"the sinister. And when Sidney McMurdo spoke these words, at the same time placing a heavy hand on the other's shoulder, I realized how matters stood.","the sinister. And when Sidney McMurdo spoke these words, at the same time placing a heavy hand on the other's shoulder, I realized how matters stood.",77192469eb00eccd2aa166e733e8ffba
71,time,place,1998,ACAD,CATOJournal,"the same ethnic group by placing them in different countries while at the same time placing other, formerly separate groups in the same country. Partition was implemented without due","the same ethnic group by placing them in different countries while at the same time placing other, formerly separate groups in the same country. Partition was implemented without due",0c073ce9a6f130dd0a283ffdf15081e4
72,time,place,1998,ACAD,SchoolPsych,"grain. However, operating outside of their comfort zone for extended periods of time places the individuals at risk for stress (Strelau, 1983). Likewise, there","grain. However, operating outside of their comfort zone for extended periods of time places the individuals at risk for stress (Strelau, 1983). Likewise, there",576f61edc96be7380edf23a64e7672db
73,time,place,1996,MAG,WashMonth,"where the typewriter jobs seemed headed). Alessandra Stanley of The New York Times placed it "" somewhere between Jimmy Stewart taking on the capital and the final moments of","where the typewriter jobs seemed headed). Alessandra Stanley of The New York Times placed it "" somewhere between Jimmy Stewart taking on the capital and the final moments of",678f5d75b40568ee62a46c3716a2a277
74,time,place,1996,NEWS,Atlanta,"by Robert Shaw, the country's premier choral conductor. The demands of time placed on the members are great; during performance weeks they sing six consecutive evenings for","by Robert Shaw, the country's premier choral conductor. The demands of time placed on the members are great; during performance weeks they sing six consecutive evenings for",b72a8e36e821d00e3b2b4a14266efe2a
75,time,place,1995,MAG,NatlParks,"two ways, stripping jazz of the protections of sentiment while at the same time placing it on the pedestal of heritage. # "" This is why the park system","two ways, stripping jazz of the protections of sentiment while at the same time placing it on the pedestal of heritage. # "" This is why the park system",b85a3b955f8ca171a7aeff20185aa3c0
76,time,place,1994,FIC,BkJuv:FinishingBecca,"and went on with her recitation. "" Peggy's father was at one time placed p31 on parole by the new Rebel authorities. Peggy's older sister Elizabeth has","and went on with her recitation. "" Peggy's father was at one time placed p31 on parole by the new Rebel authorities. Peggy's older sister Elizabeth has",fc3a733d3d6c16964c3f440af15b7e27
77,time,place,1994,NEWS,NYTimes,"unseat Harry Byrd, a Republican Senator from Virginia. Disclosure documents at the time placed the admiral's net worth at $65,000, but one of his former handlers said","unseat Harry Byrd, a Republican Senator from Virginia. Disclosure documents at the time placed the admiral's net worth at $65,000, but one of his former handlers said",6409ab7efe8229c588798b47deb72ca3
78,time,place,1993,MAG,NatlParks,"Shenandoah Valley in Civil War history. The average American may have a hard time placing Front Royal and First Winchester, Cross Keys and Port Republic, but mention Jackson","Shenandoah Valley in Civil War history. The average American may have a hard time placing Front Royal and First Winchester, Cross Keys and Port Republic, but mention Jackson",cb4d4218544d9c9019186f7947c598fd
79,time,place,1993,ACAD,WorldAffairs,"and implementation. # In April 1993, the United States for the first time placed some entire military units under U.N. command in Somalia. This decision was actually","and implementation. # In April 1993, the United States for the first time placed some entire military units under U.N. command in Somalia. This decision was actually",045e3c02fa5a6610b5aad9063dab5cb7
80,time,place,1993,ACAD,ArmedForces,"offensive on the West Bank; in 1975, they were for the first time placed on Israel's volatile Lebanese border. Three years later, the minorities unit fought","offensive on the West Bank; in 1975, they were for the first time placed on Israel's volatile Lebanese border. Three years later, the minorities unit fought",914475b25d6386c2a0924b8f04a6672d
81,time,place,1992,NEWS,USAToday,"corrected time. Of 90 boats racing in five divisions, Dancer's corrected time placed it 27th overall. # Surprisingly, Constellation, a Class C boat owned by","corrected time. Of 90 boats racing in five divisions, Dancer's corrected time placed it 27th overall. # Surprisingly, Constellation, a Class C boat owned by",60dbd25fa489aa1ccf2f3d06ffb8a403
82,time,place,1991,NEWS,WashPost,", through exhibitions, publications and educational programs. We are at the same time placing greater emphasis on aspects of cultural equity in our personnel policies and audience development.",", through exhibitions, publications and educational programs. We are at the same time placing greater emphasis on aspects of cultural equity in our personnel policies and audience development.",b05252d341bf80679f8f37558e721f06
83,time,place,1991,ACAD,ArabStudies,allowing for the undeniable reality of Palestinian oppression and struggle while at the same time placing that reality within a context that relied on fundamental assumptions of the dominant system of,allowing for the undeniable reality of Palestinian oppression and struggle while at the same time placing that reality within a context that relied on fundamental assumptions of the dominant system of,eb1c96f3aa5b6221e53997f102ac400d
84,time,locate,2019,FIC,Ploughshares,"bird cooed to be let free. Momo heard it and again took her time locating its source. Ebo lifted the lid to the carrier, and the bird,","bird cooed to be let free. Momo heard it and again took her time locating its source. Ebo lifted the lid to the carrier, and the bird,",39558a433853f37acadb89dbed194924
85,time,locate,2019,FIC,The Maine Review,", "" If it came on around here, we'd have a hard time locating it. Only one tower. Can't triangulate. "" # "" Hope you all",", "" If it came on around here, we'd have a hard time locating it. Only one tower. Can't triangulate. "" # "" Hope you all",51c026d9a851229703907187f27b8c30
86,time,locate,2014,MOV,A Belle for Christmas,", all right. Excuse me, mister, I'm having a hard time locating my father. Can I trouble you for an elevator ride up to your top",", all right. Excuse me, mister, I'm having a hard time locating my father. Can I trouble you for an elevator ride up to your top",081c04fa20906b34d8a39132feb9787d
87,time,locate,2012,FIC,WorldLitToday,"new bus and subway systems spreading out like cobwebs, he had a hard time locating the vehicle to carry him across. Finally, he boarded a bus going there","new bus and subway systems spreading out like cobwebs, he had a hard time locating the vehicle to carry him across. Finally, he boarded a bus going there",7babbe30cf5d35cc3d2a4500e83ae288
88,time,locate,2012,WEB,justsomelyrics.com,Falling For You I didn't realize it- Now I Need You all the time Located so deep in my heart Now I see it is you- # Maybe we are,Falling For You I didn't realize it- Now I Need You all the time Located so deep in my heart Now I see it is you- # Maybe we are,8687ab297d5ffdd0dc0e2c892f2761f4
89,time,locate,2012,BLOG,autoblog.com,so buried in the vee that cutaway artist extraordinaire David Kimble had a hard time locating the hardware to render it in his artwork!) # While previous speculation had,so buried in the vee that cutaway artist extraordinaire David Kimble had a hard time locating the hardware to render it in his artwork!) # While previous speculation had,e89615fabf785b7672b4d9b05430c365
90,time,locate,2012,BLOG,bookwormroom.com,of thirty ought to know full well that the American people have a tough time locating their own asses with both hands. You can not depend on them to be,of thirty ought to know full well that the American people have a tough time locating their own asses with both hands. You can not depend on them to be,c1f3cc27fcdd24b0333545662d50adc7
