,lemma_1,lemma_2,year,genre,source,text,clean_text
26,place,time,2012,WEB,world.std.com,the nondirective approach. # Perhaps her unique theoretical contribution has been the emphasis she places on time as representing the whole problem of living and of therapy. It would,the nondirective approach. # Perhaps her unique theoretical contribution has been the emphasis she places on time as representing the whole problem of living and of therapy. It would
27,place,time,2012,BLOG,...ducare.wordpress.com,"our modern, fast-paced culture of today, I mourn the lack of the importance placed on time to sit and dream, time to be with one another, without","our modern, fast-paced culture of today, I mourn the lack of the importance placed on time to sit and dream, time to be with one another, without"
28,place,time,2012,BLOG,metafilter.com,The only value I would say was better was that there was a significant value placed on time. Since life WAS shorter. People in the middle classes who had,The only value I would say was better was that there was a significant value placed on time. Since life WAS shorter. People in the middle classes who had
29,place,time,1992,NEWS,NYTimes,"and 57 percent for more time to relax. # Given the premium that people place on time, researchers of many disciplines are studying its effect on culture. Chronobiologists","and 57 percent for more time to relax. # Given the premium that people place on time, researchers of many disciplines are studying its effect on culture. Chronobiologists"
30,locate,time,2003,FIC,AntiochRev,"fragile movement, a readjustment amid that timeless lethargy. The faint perception of something located outside time but that nevertheless seemed immersed in it, that in some way had","fragile movement, a readjustment amid that timeless lethargy. The faint perception of something located outside time but that nevertheless seemed immersed in it, that in some way had"
31,dwell,time,2005,MOV,Underclassman,"s up? - What's up is you're late, We gon na dwell on time or we gon na do this deal? - Pasale bascula. -","s up? - What's up is you're late, We gon na dwell on time or we gon na do this deal? - Pasale bascula. -"
32,locate,time,2006,MOV,Van Wilder 2: The Rise of Taj,"the sultan of splat. One must admit, it can be somewhat difficult to locate at times. Hang on. Hang on. Why were you not in the","the sultan of splat. One must admit, it can be somewhat difficult to locate at times. Hang on. Hang on. Why were you not in the"
33,place,action,2012,BLOG,huffingtonpost.com,""" America that prevented them from seeing that a greater **26;24940;TOOLONG priority should have been placed on actions to stimulate employment and stemming the tide of rising home foreclosures instead of",""" America that prevented them from seeing that a greater **26;24940;TOOLONG priority should have been placed on actions to stimulate employment and stemming the tide of rising home foreclosures instead of"
34,place,action,1998,ACAD,Symposium,"the Bolshevik revolution and World War I. (n2) Yet the importance that Fascism placed on action as "" revolution "" is also found in the ideas of Corradini and","the Bolshevik revolution and World War I. (n2) Yet the importance that Fascism placed on action as "" revolution "" is also found in the ideas of Corradini and"
35,dwell,action,2012,WEB,...hedirt.wordpress.com,"24,000 children a year receive medical treatment. # I point this out because media dwells on actions like took place Sunday that reinforce their smug opinion of racing as nothing","24,000 children a year receive medical treatment. # I point this out because media dwells on actions like took place Sunday that reinforce their smug opinion of racing as nothing"
36,linger,action,2012,BLOG,...mmentarymagazine.com,limits on the amount of time an already failed diplomatic track would be allowed to linger before action was taken. # All of which is to say that the president,limits on the amount of time an already failed diplomatic track would be allowed to linger before action was taken. # All of which is to say that the president
37,linger,action,1995,ACAD,NaturalHist,"firmly hold the destalked blades in her right hand without restricting her thumb and index linger for action, she repeats the whole stripping and fearing process on two more stems","firmly hold the destalked blades in her right hand without restricting her thumb and index linger for action, she repeats the whole stripping and fearing process on two more stems"
38,place,act,2012,WEB,princetonreview.com,with one common criterion that can be used to compare all applicants. The weight placed on ACT scores varies from school to school. Other important factors that schools consider,with one common criterion that can be used to compare all applicants. The weight placed on ACT scores varies from school to school. Other important factors that schools consider
39,show,communication,2012,WEB,consultingbyrpm.com,but they don't become legitimate evidence until they can at least be shown via communication. # Up till now I have tried to use objectively verifiable arguments. The,but they don't become legitimate evidence until they can at least be shown via communication. # Up till now I have tried to use objectively verifiable arguments. The
40,contain,set,2012,BLOG,scienceblogs.com,"Jews who are not Christians. # by a weird coincident Set B is entirely contained in set C and set D is entirely set in group A. Amazing, is","Jews who are not Christians. # by a weird coincident Set B is entirely contained in set C and set D is entirely set in group A. Amazing, is"
41,contain,time,2012,BLOG,newsnet14.com,"governmental intervention. Thus, it too was a real revolution, though not as contained in time as the first. It took the Civil War, the industrialization of","governmental intervention. Thus, it too was a real revolution, though not as contained in time as the first. It took the Civil War, the industrialization of"
42,contain,time,1996,FIC,Bk:EnemyWithin,"hundreds of small fires, any of which could flare out of control if not contained in time. Besides the fires, a wave of looting, robbery, and","hundreds of small fires, any of which could flare out of control if not contained in time. Besides the fires, a wave of looting, robbery, and"
43,eat,thinking,2012,BLOG,...chantedseashells.com,"every bite and become conscious of the flavors so that she wasn't eating without thinking. # Oh, and she's beautiful, in great physical shape, very","every bite and become conscious of the flavors so that she wasn't eating without thinking. # Oh, and she's beautiful, in great physical shape, very"
44,gorge,speculation,1994,NEWS,CSMonitor,"and Catholic, a South African rapprochement Irish-style. # The publicity itself gorged on speculation and soared to the giddy heights of hype; someone even suggested a Nobel Peace","and Catholic, a South African rapprochement Irish-style. # The publicity itself gorged on speculation and soared to the giddy heights of hype; someone even suggested a Nobel Peace"
45,suffer,feeling,2019,FIC,Five Points,"I correct in saying that you have come here today because you are suffering from feelings of neglect? "" "" Yeah. "" # "" Do you believe that you","I correct in saying that you have come here today because you are suffering from feelings of neglect? "" "" Yeah. "" # "" Do you believe that you"
46,suffer,feeling,2012,WEB,washingtonpost.com,"are asserting that ALL, or even most, bullies and ruthless competitors suffer from feelings of inferiority. # 2. (Paragraph 25) During the Victorian period many","are asserting that ALL, or even most, bullies and ruthless competitors suffer from feelings of inferiority. # 2. (Paragraph 25) During the Victorian period many"
47,suffer,feeling,2012,WEB,aljazeera.com,"as unknown and may never truly be known, but Latif had long suffered from feelings of extreme depression during his time in jail, having made several suicide attempts in","as unknown and may never truly be known, but Latif had long suffered from feelings of extreme depression during his time in jail, having made several suicide attempts in"
48,suffer,feeling,2012,BLOG,...lthouse.blogspot.com,get help. Kos is nothing more than a malignant narcissist who is suffering from feelings of true inadequacy masked as true belief to a completely bankrupt cause and a completely,get help. Kos is nothing more than a malignant narcissist who is suffering from feelings of true inadequacy masked as true belief to a completely bankrupt cause and a completely
49,suffer,feeling,2012,BLOG,thedartmouth.com,"Many close to Pignatiello were surprised by her death but knew that Pignatiello suffered from feelings of depression, Ponto said. # While growing up, Pignatiello did things her","Many close to Pignatiello were surprised by her death but knew that Pignatiello suffered from feelings of depression, Ponto said. # While growing up, Pignatiello did things her"
50,suffer,feeling,2006,MAG,Smithsonian,"on the ride to the chateau. The awkward, myopic heir apparent suffered from feelings of unworthiness, despite a facility for languages and a passion for history geography and","on the ride to the chateau. The awkward, myopic heir apparent suffered from feelings of unworthiness, despite a facility for languages and a passion for history geography and"
51,suffer,feeling,2004,MAG,Redbook,""" By reading Anna's journals, we are very aware that she suffered from feelings of self-loathing, "" says Westin. "" She never felt perfect enough, and",""" By reading Anna's journals, we are very aware that she suffered from feelings of self-loathing, "" says Westin. "" She never felt perfect enough, and"
52,suffer,feeling,2004,ACAD,SocialStudies,"land for various reasons and return home. When back home, they suffer from feelings of guilt, humiliation, and failure. For these reasons, there are many","land for various reasons and return home. When back home, they suffer from feelings of guilt, humiliation, and failure. For these reasons, there are many"
53,suffer,feeling,1994,ACAD,AmerScholar,. A friend of mine who is a practicing psychologist says my plagiarist suffers from feelings of inadequacy. He wants to be a poet but can not make it on,. A friend of mine who is a practicing psychologist says my plagiarist suffers from feelings of inadequacy. He wants to be a poet but can not make it on
54,suffer,feeling,1992,NEWS,Chicago,"children. # These children live in a constant state of anxiety, suffer from feelings of guilt for not being able to stop the violence, and live in perpetual","children. # These children live in a constant state of anxiety, suffer from feelings of guilt for not being able to stop the violence, and live in perpetual"
55,suffer,feeling,1992,ACAD,SchoolPsych,"provided a portrait of children, adolescents, and adults with LDs as suffering from feelings of isolation and loneliness (Gordon, 1984; Siegel, 1974), of","provided a portrait of children, adolescents, and adults with LDs as suffering from feelings of isolation and loneliness (Gordon, 1984; Siegel, 1974), of"
56,ache,emotion,1994,NEWS,NYTimes,"And Elijah Wood says: "" To cry, you have to be aching with emotion. I've only done it a couple of times by myself in films.","And Elijah Wood says: "" To cry, you have to be aching with emotion. I've only done it a couple of times by myself in films."
57,hurt,feeling,2001,TV,The Simpsons,like the ones where nothing catches on fire. Yeah. Nothing is hurt except feelings. Walking to hell and back again Okay. You've seen our next performer,like the ones where nothing catches on fire. Yeah. Nothing is hurt except feelings. Walking to hell and back again Okay. You've seen our next performer
58,nourish,notion,2012,NEWS,NYTimes,"for the first time; and a few had never flown on an airplane. Nourished by notions of America derived from movies, many of them were startled to end","for the first time; and a few had never flown on an airplane. Nourished by notions of America derived from movies, many of them were startled to end"
59,force,effect,2012,WEB,hotair.com,""" For one thing, the other enforcement provisions in the law remain in full force in effect. Their Constitutionality was upheld in 1965 and has never been seriously challenged",""" For one thing, the other enforcement provisions in the law remain in full force in effect. Their Constitutionality was upheld in 1965 and has never been seriously challenged"
60,get,change,2005,SPOK,MSNBC_Olbermann,"shouldnt come to this place. Im wearing white running shoes. I did not get to change. He said thats all right, Richard. I finally got there, opened the door","shouldnt come to this place. Im wearing white running shoes. I did not get to change. He said thats all right, Richard. I finally got there, opened the door"
61,get,change,2000,MOV,Alley Cats Strike,"We Talked About This, Right? I Mean, This Place Has Got To Change. Sit Down. You Know What I Did Today? I Got My Real","We Talked About This, Right? I Mean, This Place Has Got To Change. Sit Down. You Know What I Did Today? I Got My Real"
62,gain,change,2011,NEWS,Chicago,"protest movements in the past year, Yemen arguably had the most to gain from change. Under Saleh's authoritarian rule, tribalism, corruption, internal conflicts and an","protest movements in the past year, Yemen arguably had the most to gain from change. Under Saleh's authoritarian rule, tribalism, corruption, internal conflicts and an"
63,gain,change,2006,ACAD,CanadianStud,"North America. Frequent business travelers, for example, have much to gain from changes in border screening policies, as do transnational shipping firms that need a smoother way","North America. Frequent business travelers, for example, have much to gain from changes in border screening policies, as do transnational shipping firms that need a smoother way"
64,get,change,2012,WEB,...unswick.blogspot.com,"place change receptacles in local establishments, so patrons could drop coins they got in change from a cash transaction (something used nowadays mostly by those who could use the","place change receptacles in local establishments, so patrons could drop coins they got in change from a cash transaction (something used nowadays mostly by those who could use the"
65,get,change,1999,ACAD,AmerScholar,"and none of us had cigarettes. However, those who made purchases got in change such a fistful of zlotys that Doc Solar's offer seemed ridiculous. He was","and none of us had cigarettes. However, those who made purchases got in change such a fistful of zlotys that Doc Solar's offer seemed ridiculous. He was"
66,get,change,1997,MAG,TodaysParent,"quickly catch a parent off-guard. Says McGuigan, "" What they can get into changes from year to year as they grow. Children in diapers can get into something","quickly catch a parent off-guard. Says McGuigan, "" What they can get into changes from year to year as they grow. Children in diapers can get into something"
67,acquire,modification,2012,BLOG,...biodieselproject.org,"ft. # Being financially suit personally is perfect, and can be acquired with modifications to your way of life. In a nutshell, you need to improve your","ft. # Being financially suit personally is perfect, and can be acquired with modifications to your way of life. In a nutshell, you need to improve your"
68,seize,transformation,2018,ACAD,Studies in the Novel,"in its natural habitat (As I Lay Dying 151). Vardaman seizes on transformation, rather than believe that his mother simply no longer exists. Lila's concerns","in its natural habitat (As I Lay Dying 151). Vardaman seizes on transformation, rather than believe that his mother simply no longer exists. Lila's concerns"
69,take,change,2005,ACAD,Change,"of those editors was David Breneman, who brokered a deal whereby AAHE took over Change's editorial leadership in 1984, although the ownership of Change remained with Heldref AAHE","of those editors was David Breneman, who brokered a deal whereby AAHE took over Change's editorial leadership in 1984, although the ownership of Change remained with Heldref AAHE"
70,take,change,2012,BLOG,theoildrum.com,"author of several books, including' How Many Light Bulbs Does It Take To Change A Planet?'. Senior Associate, CPSL and Special Advisor, PRP #","author of several books, including' How Many Light Bulbs Does It Take To Change A Planet?'. Senior Associate, CPSL and Special Advisor, PRP #"
71,take,change,1992,ACAD,ReVision,"find ways to encompass the other, without changing oneself. The position taken toward change is an effort to keep things as they are, to maintain the status quo","find ways to encompass the other, without changing oneself. The position taken toward change is an effort to keep things as they are, to maintain the status quo"
72,take,change,2012,WEB,barefootsworld.net,"This HTML Edition of The Constitution for the United States of America is taken with changes from: "" The Constitution of the United States, Its Sources and Its Application","This HTML Edition of The Constitution for the United States of America is taken with changes from: "" The Constitution of the United States, Its Sources and Its Application"
73,take,transformation,2013,MAG,USCatholic,"work. As soon as you start fermenting food, you're very taken with transformation. # The fact that you can transcend something very basic, and turn it","work. As soon as you start fermenting food, you're very taken with transformation. # The fact that you can transcend something very basic, and turn it"
74,acquire,learning,2014,ACAD,EducTreatmenChildren,"The videos teach students that appropriate behavior is a skill that can be acquired through learning and practice, and they also model how to teach behavioral skills for teachers.","The videos teach students that appropriate behavior is a skill that can be acquired through learning and practice, and they also model how to teach behavioral skills for teachers."
75,acquire,learning,2012,WEB,accesstoinsight.org,"We have to start with the right view conforming to the truths, acquired through learning and fortified through reflection. This view inspires us to take up the practice,","We have to start with the right view conforming to the truths, acquired through learning and fortified through reflection. This view inspires us to take up the practice,"
76,acquire,learning,2011,ACAD,InstrPsych,", and logical thinking) that are deliberate, mediated, internalized behaviors acquired through learning and teaching (Bodrova &; Leong, 1996). # Vygotsky (1962)",", and logical thinking) that are deliberate, mediated, internalized behaviors acquired through learning and teaching (Bodrova &; Leong, 1996). # Vygotsky (1962)"
77,acquire,learning,1999,ACAD,Monist,"last view is that of social learning theory, that sexual preferences are acquired through learning and conditioning, just as musical tastes are. # The parsimony produced by limiting","last view is that of social learning theory, that sexual preferences are acquired through learning and conditioning, just as musical tastes are. # The parsimony produced by limiting"
78,gain,learning,2000,ACAD,WorldAffairs,"of culture in negotiation? Are new versions of the cultural software, gained through learning or experience, compatible with the available hardware of structure? And how can the","of culture in negotiation? Are new versions of the cultural software, gained through learning or experience, compatible with the available hardware of structure? And how can the"
79,get,learning,2018,MOV,Pup Scouts,"to know about chow chows and pugs, Boobear. So let's get to learning. Incredible! Hit my puppy brain with more info, Scuzzy Bot. Let","to know about chow chows and pugs, Boobear. So let's get to learning. Incredible! Hit my puppy brain with more info, Scuzzy Bot. Let"
80,take,learning,2008,FIC,Bk:FuseArmageddon,", but the uncertainty that had tinged every step and action she'd taken since learning of Joe's death six days before, as if gravity had ceased to exist",", but the uncertainty that had tinged every step and action she'd taken since learning of Joe's death six days before, as if gravity had ceased to exist"
81,take,learning,1995,ACAD,Education,lack of institutionalized educational support for the varied approaches African American students may take to learning. African American learning styles are highlighted and the implications for teachers are discussed.,lack of institutionalized educational support for the varied approaches African American students may take to learning. African American learning styles are highlighted and the implications for teachers are discussed.
82,drool,desire,2004,MAG,Cosmopolitan,". The week of August 30th, your teasing between the sheets will have him drooling with desire. Don't be surprised if he just pounces. Fave sex position",". The week of August 30th, your teasing between the sheets will have him drooling with desire. Don't be surprised if he just pounces. Fave sex position"
83,salivate,longing,2010,FIC,Bk:ShadowBlade,"reeked of ancient magic. Kira Solomon stared down at it, trying not to salivate with longing. The blade itself, shining spotless and deadly, swept proudly from","reeked of ancient magic. Kira Solomon stared down at it, trying not to salivate with longing. The blade itself, shining spotless and deadly, swept proudly from"
84,brighten,joy,2009,FIC,LiteraryRev,"cigarettes from his trousers and shook one out for him. Old Samson's face brightened with joy, he forgot his sorrows for a minute. He gave a mock","cigarettes from his trousers and shook one out for him. Old Samson's face brightened with joy, he forgot his sorrows for a minute. He gave a mock"
85,brighten,joy,1992,FIC,Mov:1492: Conquest of Paradise:,at it. # FERNANDO # This one is from Mendez! COLUMBUS' eyes brighten with joy. # COLUMBUS # What does he say? # FERNANDO # He,at it. # FERNANDO # This one is from Mendez! COLUMBUS' eyes brighten with joy. # COLUMBUS # What does he say? # FERNANDO # He
86,brighten,happiness,1995,FIC,Bk:AllGlitters,Pearl was up and playing with Jeanne and Toby in the study. Her eyes brightened with happiness when she saw it was p249 me. I wanted to rush to,Pearl was up and playing with Jeanne and Toby in the study. Her eyes brightened with happiness when she saw it was p249 me. I wanted to rush to
87,move,action,2019,NEWS,The Detroit News,"not flooded' # Dennis Adams, a maintenance worker for MDOT, moved into action, firing up his laptop, and checking the software MDOT uses to monitor some","not flooded' # Dennis Adams, a maintenance worker for MDOT, moved into action, firing up his laptop, and checking the software MDOT uses to monitor some"
88,move,action,2014,NEWS,STLouis,"Elliott wants his heart rate as low as possible. Then, he moves into action. He slides to the left like he's facing a shot from that side","Elliott wants his heart rate as low as possible. Then, he moves into action. He slides to the left like he's facing a shot from that side"
89,move,action,2013,SPOK,CNN_Burnett,"the ambulances they have, have revved up like they're ready to move into action. But right now, it appears that the SWAT team here has moved on","the ambulances they have, have revved up like they're ready to move into action. But right now, it appears that the SWAT team here has moved on"
90,move,action,2012,WEB,...cepointdevotions.org,"s not enough to just recognize their needs, but I need to move into action to meet those needs. Sometimes I think it would be too much of a","s not enough to just recognize their needs, but I need to move into action to meet those needs. Sometimes I think it would be too much of a"
91,move,action,2012,WEB,...epastdc.blogspot.com,"to cover, they had to deal with additional artillery that Longstreet had moved into action rather than sending infantry reinforcements. One soldier from the brigade wrote: "" The","to cover, they had to deal with additional artillery that Longstreet had moved into action rather than sending infantry reinforcements. One soldier from the brigade wrote: "" The"
92,move,action,2012,WEB,bemorewithless.com,"helpful and inspiring material that will make you think, learn, and move into action. "" Raam Dev # LOVE IT! Congratulations. Beautiful, warm, inspiring","helpful and inspiring material that will make you think, learn, and move into action. "" Raam Dev # LOVE IT! Congratulations. Beautiful, warm, inspiring"
93,move,action,2012,WEB,negativepositive.org,"scenario for which there is truly only one obvious solution, instead of moving into action stand there glassy-eyed with their mouths dangling open. Like if you're at a","scenario for which there is truly only one obvious solution, instead of moving into action stand there glassy-eyed with their mouths dangling open. Like if you're at a"
94,move,action,2012,WEB,fanfiction.net,"ship up got it? "" Without even a hesitation, Delta team moved into action. # As I was feeling the cold steel of Cracker Jack's pistol on","ship up got it? "" Without even a hesitation, Delta team moved into action. # As I was feeling the cold steel of Cracker Jack's pistol on"
95,move,action,2012,WEB,starwars.wikia.com,"Solo was stricken with sorrow at the fate of his friend, he moved into action along with the rest of the Jedi, raiding the cloning site. Solo and","Solo was stricken with sorrow at the fate of his friend, he moved into action along with the rest of the Jedi, raiding the cloning site. Solo and"
96,move,action,2012,BLOG,pjmedia.com,"defense forces, armed with billions of rounds of snub-nosed ammunition, will move into action to halt those midterm elections, as our awakened citizenry, belatedly, will have","defense forces, armed with billions of rounds of snub-nosed ammunition, will move into action to halt those midterm elections, as our awakened citizenry, belatedly, will have"
97,move,action,2011,SPOK,CBS_Early,"about it. And then beyond talking about it, helping them to move into action. You know, networking is the way to connect to new opportunities and if","about it. And then beyond talking about it, helping them to move into action. You know, networking is the way to connect to new opportunities and if"
98,move,action,2011,FIC,Bk:ColdGlory,"business, technology, and academiasectors. All waited for their opportunity to move into action. For many of them, their trails were obscured, their lives reshaped,","business, technology, and academiasectors. All waited for their opportunity to move into action. For many of them, their trails were obscured, their lives reshaped,"
99,move,action,2010,NEWS,SanFranChron,Armstrong's LiveStrong foundation last year. # Beck said she was particularly moved into action when she started her chemotherapy treatment. She was sitting in a clinic with a,Armstrong's LiveStrong foundation last year. # Beck said she was particularly moved into action when she started her chemotherapy treatment. She was sitting in a clinic with a
100,move,action,2010,ACAD,SchoolCounsel,"and participatory research, and places a special emphasis on critical thinking and moving into action "" (p. 8). # The similarities between empowerment-oriented school interventions like ASIP","and participatory research, and places a special emphasis on critical thinking and moving into action "" (p. 8). # The similarities between empowerment-oriented school interventions like ASIP"
101,move,action,2009,FIC,Bk:KissesLikeDevil,", fighting for any news of Neil. # At least he could move into action now, thanks to that asinine European decision to give Russia command of the army",", fighting for any news of Neil. # At least he could move into action now, thanks to that asinine European decision to give Russia command of the army"
102,move,action,2008,MOV,Fly Me to the Moon 3D,"Everything is in place. Yegor handle diversion when re-entry begin. We move into action, reset new landing coordinates. Ah, not worry, Comrade. I not","Everything is in place. Yegor handle diversion when re-entry begin. We move into action, reset new landing coordinates. Ah, not worry, Comrade. I not"
103,move,action,2005,FIC,MichiganQRev,"together, so after Darrel backed up to the front door, we moved into action. We found power and water in the basement, and Darrel began beating the","together, so after Darrel backed up to the front door, we moved into action. We found power and water in the basement, and Darrel began beating the"
104,move,action,2004,SPOK,CNN_LiveToday,"took place in March 2003, on the day before they were to move into action in Iraq. At nine minutes after the hour, let's check in with","took place in March 2003, on the day before they were to move into action in Iraq. At nine minutes after the hour, let's check in with"
105,move,action,2004,FIC,Bk:CryNoMore,"voice hoarse and faraway and not his own, even as his body moved into action and they rapidly wheeled Milla into the surgical bay he had just left. ""","voice hoarse and faraway and not his own, even as his body moved into action and they rapidly wheeled Milla into the surgical bay he had just left. """
106,move,action,2004,FIC,Mov:Feast,HEROINE # Come on! Let's blow this thing! The others move into action. Beer Guy takes off his shirt and shoves it into the fuel tank.,HEROINE # Come on! Let's blow this thing! The others move into action. Beer Guy takes off his shirt and shoves it into the fuel tank.
107,move,action,2000,FIC,Mov:CharliesAngels,"man. # # NATALIE # Nice work, Dyl. # They move into action. # EXT. SECOND STORY VERANDAH - DAY # Dylan is led inside by","man. # # NATALIE # Nice work, Dyl. # They move into action. # EXT. SECOND STORY VERANDAH - DAY # Dylan is led inside by"
